user_id,posts_per_week,likes_per_week,comments_per_week,shares_per_week,followers,following,avg_session_minutes,active_days_per_week,night_activity_ratio,video_watch_minutes,purchase_clicks_per_week
U100421,2,163,46,56,1093,481,47.4,2,0.652,218.5,10
U100422,6,471,98,72,1404,689,56.0,3,0.182,571.5,2
U100423,1,309,55,45,1303,629,29.7,1,0.296,307.2,5
U100424,3,259,68,43,1410,426,42.6,3,0.38,539.9,6
U100425,5,394,77,62,1605,828,66.3,4,0.53,452.0,12
U100426,7,391,76,53,2032,660,80.3,6,0.224,396.1,9
U100427,7,656,113,74,4449,1121,92.1,7,0.724,726.7,7
U100428,2,122,48,13,1335,710,32.6,2,0.408,460.6,4
U100429,7,557,137,74,4449,962,81.3,4,0.265,425.6,6
U100430,4,245,29,31,959,599,51.7,2,0.125,343.8,4
U100431,3,268,50,66,657,590,54.7,5,0.288,233.4,3
U100432,6,391,70,47,3273,725,58.5,4,0.717,348.3,9
U100433,3,206,51,20,726,300,65.2,2,0.623,664.8,8
U100434,5,449,105,61,1911,894,79.9,5,0.471,254.1,7
U100435,7,462,109,50,1274,991,56.2,3,0.549,348.7,10
U100436,2,77,28,24,1015,417,55.6,3,0.971,340.4,9
U100437,3,399,88,66,3124,848,56.1,2,0.192,423.6,13
U100438,6,379,87,55,2374,452,57.8,3,0.211,247.2,10
U100439,8,516,115,53,1812,865,76.2,6,0.659,470.0,5
U100440,2,95,44,29,858,735,78.1,4,0.512,710.3,8
U100441,4,361,41,57,1916,745,65.7,5,0.569,333.3,5
U100442,4,219,43,34,270,463,76.8,4,0.487,570.3,12
U100443,6,445,90,86,982,1127,81.5,6,0.322,533.7,11
U100444,1,61,13,37,593,425,52.0,3,0.386,544.0,10
U100445,1,52,57,10,643,560,59.8,2,0.556,265.8,6
U100446,6,473,88,33,1015,1030,110.8,6,0.317,923.4,15
U100447,7,520,136,50,2959,1072,72.5,4,0.191,590.6,11
U100448,6,475,73,77,2013,779,95.2,6,0.303,679.1,10
U100449,7,457,72,59,2469,860,73.3,5,0.658,456.8,8
U100450,2,223,57,45,466,839,67.8,3,0.784,422.4,13
U100451,9,561,126,63,1824,735,86.7,4,0.72,690.7,9
U100452,4,449,96,74,3017,964,109.9,7,0.689,923.4,7
U100453,2,401,63,42,3992,866,128.037,7,0.523,814.2,8
U100454,7,413,90,33,1305,651,95.4,4,0.911,670.6,11
U100455,3,298,38,27,1665,735,66.8,3,0.839,364.4,1
U100456,7,390,111,77,562,1023,114.8,7,0.601,740.6,6
U100457,5,164,62,40,488,243,63.2,3,0.562,261.4,5
U100458,2,374,91,57,2911,868,54.0,5,0.585,379.0,4
U100459,3,232,62,21,361,602,70.5,3,0.298,501.3,10
U100460,6,608,110,59,2479,1245,84.4,5,0.514,636.2,12
U100461,3,277,35,55,1963,379,80.4,3,0.6,588.3,9
U100462,3,286,70,27,462,681,44.1,2,0.293,466.7,7
U100463,4,404,92,89,1575,801,40.8,1,0.782,318.7,8
U100464,4,333,54,32,2407,858,40.4,2,0.421,111.8,5
U100465,2,138,14,12,2189,486,76.0,3,0.895,475.9,5
U100466,4,392,61,52,1486,594,32.7,5,0.372,124.0,11
U100467,7,438,113,56,2846,977,76.1,7,0.52,217.9,5
U100468,5,477,91,88,1688,843,78.1,6,0.483,768.6,14
U100469,1,196,37,38,2217,537,24.3,2,0.159,260.8,8
U100470,2,234,54,39,607,747,87.9,5,0.346,614.1,10
U100471,2,173,51,14,1017,511,77.4,3,0.372,402.8,7
U100472,3,344,74,16,3439,725,55.5,3,0.343,368.0,9
U100473,0,186,48,49,723,832,102.3,4,0.926,693.5,6
U100474,5,412,96,40,916,679,80.0,5,0.171,390.1,2
U100475,1,166,1,15,257,441,44.1,3,0.591,197.8,3
U100476,5,437,99,57,1408,1083,76.7,6,0.198,447.9,11
U100477,1,157,46,34,554,698,39.3,3,0.431,245.8,1
U100478,3,292,60,20,966,513,70.0,4,0.239,297.0,7
U100479,7,377,86,71,881,1188,101.8,4,0.29,801.0,12
U100480,3,236,40,26,1640,711,87.0,3,0.702,308.7,3
U100481,10,542,120,69,1343,840,116.3,6,0.787,710.5,9
U100482,4,258,70,57,1659,746,51.8,4,0.591,368.2,5
U100483,3,404,100,77,1423,1135,80.0,6,0.14,557.1,15
U100484,5,337,79,32,2580,830,85.8,4,0.725,449.2,5
U100485,6,392,95,80,1247,877,68.9,2,0.414,495.3,5
U100486,7,466,91,25,3928,568,48.4,2,0.259,152.7,3
U100487,2,251,59,39,2675,873,56.0,4,0.372,317.1,5
U100488,4,343,64,31,2317,450,78.0,3,0.448,448.0,3
U100489,2,220,83,57,1249,885,102.6,5,0.532,868.4,11
U100490,3,300,62,54,1580,998,128.037,6,0.87,668.3,12
U100491,1,159,33,46,2215,407,75.5,4,0.477,460.9,1
U100492,1,109,40,28,1276,532,50.2,3,0.571,506.0,11
U100493,10,537,124,43,1841,775,111.0,5,0.336,711.1,6
U100494,0,91,37,28,863,566,82.5,4,0.67,633.7,4
U100495,5,451,125,69,1484,939,92.9,6,0.123,724.8,1
U100496,4,281,62,38,1890,245,47.8,1,0.757,242.2,4
U100497,5,554,99,61,4449,1092,59.6,4,0.67,466.7,14
U100498,1,97,25,12,421,166,34.2,1,0.476,472.3,9
U100499,9,435,109,15,1101,351,49.5,2,0.486,441.7,13
U100500,8,404,105,40,665,1008,104.1,6,0.297,414.3,10
U100501,3,292,83,46,1449,724,83.9,6,0.563,396.9,6
U100502,6,351,60,61,590,504,80.0,2,0.466,553.8,8
U100503,1,140,37,14,967,181,85.3,2,0.798,665.8,5
U100504,3,213,71,25,996,472,47.8,1,0.462,539.1,8
U100505,3,378,93,75,1230,706,95.3,3,0.671,731.2,11
U100506,4,434,91,90,4449,1204,105.4,7,0.25,533.0,3
U100507,4,371,75,60,536,771,85.0,5,0.82,471.0,11
U100508,4,350,82,35,2197,860,82.2,2,0.828,608.3,9
U100509,7,386,106,31,1686,721,88.7,4,0.502,674.7,6
U100510,3,263,53,31,227,596,18.2,2,0.503,476.85,0
U100511,9,493,93,51,4449,365,63.1,3,0.803,281.8,3
U100512,4,452,90,57,3929,801,80.5,4,0.333,553.2,9
U100513,4,311,81,16,504,663,73.9,4,0.508,456.6,7
U100514,2,196,57,59,747,708,82.1,4,0.27,495.9,3
U100515,10,592,125,68,858,857,83.1,5,0.278,588.9,7
U100516,8,656,111,63,4449,810,78.9,5,0.67,714.3,7
U100517,5,359,92,55,1560,502,96.0,2,0.45,643.9,6
U100518,2,288,70,55,666,862,60.9,6,0.334,224.6,6
U100519,5,421,92,46,1640,736,87.6,6,0.576,696.0,10
U100520,3,285,59,47,326,830,70.5,2,0.419,515.4,7
U100521,3,115,39,18,574,266,58.1,2,0.585,157.8,2
U100522,3,221,54,30,2176,944,81.4,6,0.118,409.6,11
U100523,4,326,114,67,1207,1028,70.0,3,0.616,436.8,11
U100524,8,528,150,54,1432,1146,88.9,6,0.269,603.5,9
U100525,2,253,52,65,2558,813,77.2,4,0.599,687.3,14
U100526,4,339,84,61,1553,619,127.6,6,0.5,884.9,7
U100527,5,338,95,28,2031,580,56.4,5,0.195,343.3,9
U100528,3,320,66,50,761,956,70.0,5,0.536,549.6,6
U100529,4,357,85,63,977,1256,95.0,6,0.312,597.6,3
U100530,2,218,61,37,657,922,78.0,2,0.825,553.2,7
U100531,5,290,59,59,986,554,59.7,2,0.485,469.5,5
U100532,4,378,66,71,1404,661,55.7,3,0.705,593.8,18
U100533,5,230,92,51,1955,661,68.0,5,0.486,646.6,10
U100534,4,248,46,26,654,519,59.3,2,0.266,610.1,1
U100535,2,284,85,39,351,735,56.6,5,0.575,299.0,8
U100536,0,118,24,9,724,514,74.0,3,0.811,684.2,3
U100537,3,431,67,53,4449,981,78.7,6,0.474,661.8,8
U100538,0,65,17,17,390,304,44.3,1,0.273,180.1,4
U100539,2,212,75,46,1005,494,75.1,4,0.265,516.5,7
U100540,3,280,53,52,1384,329,49.1,1,0.714,476.85,2
U100541,4,398,97,58,2484,796,81.7,2,0.983,626.6,7
U100542,5,465,111,68,771,748,59.1,4,0.832,529.5,11
U100543,3,235,39,24,2000,272,39.5,4,0.259,152.1,8
U100544,8,484,97,28,1077,771,72.2,3,0.808,578.4,1
U100545,1,168,59,50,1872,527,42.0,3,0.333,268.7,3
U100546,6,432,82,50,3683,679,61.6,3,0.633,314.3,10
U100547,2,236,65,65,2685,670,83.0,3,0.879,905.4,10
U100548,4,352,58,70,3187,806,98.3,6,0.541,612.9,3
U100549,2,369,78,72,4189,1002,55.7,6,0.197,476.85,3
U100550,3,308,39,33,2777,555,69.2,5,0.581,419.4,7
U100551,3,326,59,82,3755,834,102.3,4,0.929,685.3,10
U100552,4,290,54,49,544,658,80.2,4,0.472,694.3,7
U100553,1,243,42,35,1390,940,84.0,6,0.207,458.7,5
U100554,0,306,50,67,1405,908,69.0,3,0.46,532.7,6
U100555,4,393,46,40,2810,715,70.5,4,0.116,664.5,12
U100556,3,469,66,72,1330,842,52.4,3,0.729,151.0,6
U100557,4,430,105,52,2635,869,64.3,3,0.755,388.4,6
U100558,0,122,22,7,568,305,51.4,2,0.876,367.8,3
U100559,5,305,58,58,1736,656,46.6,2,0.526,476.85,5
U100560,2,232,45,20,695,558,57.7,4,0.247,380.3,10
U100561,3,215,41,45,1306,840,69.9,5,0.24,491.3,3
U100562,4,287,72,28,546,771,82.2,4,0.585,946.0,13
U100563,3,196,41,27,1355,641,50.7,3,0.19,393.2,4
U100564,4,252,41,35,1404,777,101.0,5,0.413,513.3,8
U100565,2,243,57,41,1021,925,95.2,5,0.729,760.4,11
U100566,5,338,96,59,4449,428,47.1,4,0.561,177.6,8
U100567,2,251,52,37,656,875,61.9,4,0.169,513.5,10
U100568,2,316,48,52,3142,591,63.9,5,0.271,523.1,8
U100569,3,439,104,91,2557,972,113.6,5,0.845,671.6,7
U100570,2,140,25,49,2057,575,59.7,2,0.751,645.4,5
U100571,2,352,33,48,4025,591,69.8,4,0.474,628.1,14
U100572,2,139,30,51,1102,604,64.9,5,0.561,466.1,12
U100573,5,451,108,50,1283,776,40.2,2,0.291,236.7,8
U100574,5,520,92,56,4449,1119,60.4,4,0.179,553.8,4
U100575,9,483,101,28,768,675,67.7,2,0.382,604.0,10
U100576,2,282,57,34,851,793,84.2,6,0.681,534.1,8
U100577,4,318,72,70,920,1167,76.3,6,0.415,461.6,2
U100578,1,155,28,40,436,485,55.7,3,0.421,290.1,2
U100579,3,419,64,83,1267,1329,80.8,5,0.064,665.2,11
U100580,1,150,45,44,826,575,58.1,1,0.719,514.6,4
U100581,4,263,67,53,1706,426,51.8,2,0.455,298.1,7
U100582,0,60,21,10,1466,348,50.7,3,0.134,410.1,7
U100583,6,324,50,14,1324,352,72.3,3,0.853,455.2,7
U100584,1,203,60,40,1245,979,82.9,6,0.458,719.5,10
U100585,5,486,88,59,1875,1043,95.8,7,0.513,693.1,10
U100586,4,301,76,72,2216,779,36.9,2,0.712,142.4,10
U100587,3,294,59,47,3700,167,40.3,3,0.485,314.0,6
U100588,1,271,49,55,1933,545,63.5,5,0.441,251.8,4
U100589,5,574,83,101,3768,1142,90.3,5,0.576,687.5,15
U100590,4,229,35,12,434,188,69.4,3,0.739,675.8,7
U100591,7,446,74,65,2874,686,66.8,5,0.736,312.9,13
U100592,2,359,54,90,4449,739,86.8,6,0.507,343.4,9
U100593,5,318,72,53,2155,285,35.5,1,0.268,165.8,13
U100594,2,126,6,41,642,237,59.8,2,0.878,448.1,8
U100595,1,221,43,38,670,513,57.0,3,0.088,486.6,8
U100596,2,156,46,39,574,617,81.5,3,0.573,545.0,10
U100597,9,611,108,87,2015,1040,82.4,5,0.345,528.6,10
U100598,4,392,67,53,3520,739,63.2,4,0.195,200.0,2
U100599,2,157,23,16,805,473,56.0,1,0.42,486.8,9
U100600,3,440,78,64,4449,970,70.8,6,0.321,397.9,6
U100601,9,308,104,44,2681,590,53.6,3,0.154,347.1,2
U100602,5,389,79,72,1761,978,85.6,6,0.596,347.0,8
U100603,0,61,21,21,460,654,70.7,3,0.789,534.9,6
U100604,2,302,61,56,606,577,74.1,3,0.797,553.5,7
U100605,5,190,65,32,1057,417,105.4,4,0.486,607.7,7
U100606,4,312,47,63,1948,1046,80.3,6,0.417,308.3,7
U100607,2,346,62,40,4449,654,97.5,5,0.706,636.5,11
U100608,3,299,26,14,1463,309,30.5,2,0.438,179.2,7
U100609,5,489,92,67,2766,942,71.8,6,0.178,590.1,5
U100610,1,104,17,63,900,332,64.4,2,0.442,376.0,1
U100611,1,159,18,23,851,483,97.7,3,0.566,640.6,5
U100612,3,234,63,14,495,648,42.4,1,0.889,305.3,1
U100613,7,523,108,51,4449,719,80.6,5,0.542,724.0,3
U100614,1,258,33,40,590,496,83.9,2,0.587,581.9,18
U100615,0,94,12,8,744,477,53.0,2,0.643,367.6,6
U100616,1,229,62,76,1123,909,109.5,4,0.677,704.2,10
U100617,8,546,97,68,1875,891,84.6,4,0.613,579.2,10
U100618,4,384,67,53,2531,490,65.0,2,0.687,540.7,5
U100619,0,230,65,34,2431,998,88.8,6,0.33,276.4,5
U100620,0,106,0,9,635,528,81.6,4,0.62,678.8,4
U100621,3,382,70,63,4449,773,58.4,3,0.715,231.2,2
U100622,8,538,114,65,1563,1136,71.0,4,0.781,516.4,13
U100623,1,259,80,42,1889,737,45.8,3,0.464,420.8,7
U100624,5,334,62,55,1643,735,90.6,5,0.398,586.0,6
U100625,4,421,71,60,1720,659,43.8,3,0.489,454.4,7
U100626,2,308,51,49,1719,735,66.5,4,0.482,262.0,11
U100627,2,333,82,70,1345,1171,100.8,6,0.832,573.5,7
U100628,1,171,31,24,1747,439,56.8,2,0.191,494.3,3
U100629,4,270,39,17,437,531,65.0,1,0.689,878.2,4
U100630,3,404,98,72,1787,980,87.9,6,0.707,451.0,8
U100631,6,308,110,83,4449,1103,110.4,7,0.348,773.9,5
U100632,4,166,64,19,613,351,42.6,3,0.366,269.2,2
U100633,2,88,42,41,584,321,58.0,1,0.683,521.8,2
U100634,5,520,89,54,4449,804,78.8,4,0.256,527.0,5
U100635,6,389,83,73,628,699,64.4,4,0.559,386.2,7
U100636,3,280,85,28,936,528,62.3,4,0.683,384.6,5
U100637,4,296,60,38,1016,478,47.2,2,0.568,440.3,4
U100638,3,457,86,62,1487,952,80.5,5,0.552,485.3,14
U100639,5,367,63,48,743,669,84.5,5,0.699,565.7,15
U100640,5,339,53,33,2036,517,71.0,2,0.657,328.3,6
U100641,5,325,88,66,967,939,57.0,5,0.255,348.4,9
U100642,4,411,107,64,3225,1236,77.7,7,0.221,611.6,10
U100643,2,51,26,13,565,442,68.6,4,0.269,435.5,5
U100644,2,262,36,19,4449,451,71.0,3,0.462,628.7,3
U100645,2,181,32,22,371,460,55.6,4,0.482,223.7,5
U100646,0,242,49,42,928,927,78.0,6,0.745,238.6,6
U100647,0,141,0,45,2657,261,21.2,2,0.803,382.7,5
U100648,5,332,61,67,1582,722,97.8,5,0.485,565.0,7
U100649,3,320,51,87,3175,635,87.6,3,0.539,631.7,1
U100650,7,446,100,87,3571,862,88.9,7,0.392,606.2,8
U100651,3,296,53,33,2003,836,51.8,3,0.445,314.9,7
U100652,8,470,104,40,2676,1091,118.0,6,0.626,825.1,14
U100653,3,351,48,13,486,670,37.8,2,0.224,91.7,3
U100654,5,352,85,49,2134,1127,61.9,5,0.343,313.5,15
U100655,3,238,39,48,1110,728,74.4,5,0.692,663.2,14
U100656,2,143,56,21,2217,507,53.7,3,0.518,77.7,3
U100657,6,516,110,52,4083,824,103.9,5,0.904,735.2,9
U100658,8,308,120,50,1796,1216,109.5,6,0.714,663.9,9
U100659,1,102,22,29,602,526,71.0,3,0.432,613.0,0
U100660,5,336,47,66,3213,773,59.7,2,0.474,480.2,10
U100661,5,277,57,20,1404,793,85.6,3,0.887,378.5,18
U100662,4,376,75,62,2875,680,21.8,3,0.58,217.9,0
U100663,8,498,119,47,1338,715,67.2,3,0.434,348.9,9
U100664,2,338,68,54,760,438,50.8,4,0.493,144.2,3
U100665,1,183,41,28,1489,568,44.6,2,0.6,351.3,8
U100666,3,246,66,50,1120,486,55.9,1,0.542,637.9,2
U100667,5,399,85,50,2222,978,77.7,6,0.451,795.5,6
U100668,5,289,61,71,1750,415,61.4,2,0.778,641.4,4
U100669,0,308,38,17,631,352,38.7,1,0.375,468.8,3
U100670,4,509,91,80,1972,1072,74.0,5,0.217,440.1,12
U100671,8,417,93,20,1218,777,71.4,5,0.231,423.3,8
U100672,4,308,82,16,655,515,83.4,2,0.414,465.9,3
U100673,3,181,47,39,2581,391,56.0,1,0.815,408.6,2
U100674,7,270,82,57,1801,681,100.4,6,0.485,689.6,13
U100675,4,178,39,35,302,634,71.3,4,0.447,354.6,4
U100676,4,591,114,90,4449,1305,106.6,7,0.759,624.1,6
U100677,2,377,83,38,1837,965,83.4,4,0.642,619.0,5
U100678,3,429,85,60,987,1227,80.4,5,0.168,755.6,4
U100679,2,148,42,30,1363,579,41.2,4,0.183,242.4,10
U100680,0,122,68,59,846,1089,90.8,6,0.57,852.1,9
U100681,3,397,94,62,4449,1131,64.7,5,0.319,361.3,5
U100682,4,356,86,49,1934,1090,98.2,6,0.677,588.3,4
U100683,3,269,67,45,623,458,68.2,2,0.477,557.3,4
U100684,3,171,44,12,784,501,75.4,3,0.414,498.6,3
U100685,4,313,61,48,2241,639,80.7,2,0.622,568.4,5
U100686,5,347,94,37,878,819,86.4,5,0.454,766.9,13
U100687,4,507,108,44,633,1069,79.9,7,0.373,349.0,7
U100688,3,191,44,18,441,243,60.9,3,0.28,354.7,9
U100689,6,416,73,72,1391,703,49.6,3,0.523,334.6,14
U100690,3,423,79,75,4449,1114,73.0,5,0.485,436.3,7
U100691,1,111,25,11,791,515,40.4,4,0.315,48.2,6
U100692,7,352,87,64,678,628,71.3,6,0.29,420.7,5
U100693,3,236,36,3,693,89,41.3,1,0.751,476.85,7
U100694,5,398,55,41,3078,601,50.1,2,0.58,653.6,7
U100695,0,153,24,0,526,687,66.2,3,0.416,386.8,5
U100696,2,84,45,37,441,1,18.7,1,0.253,101.4,6
U100697,1,132,28,25,693,976,66.5,3,0.16,560.0,4
U100698,8,499,77,42,3498,500,74.1,2,0.889,618.8,5
U100699,4,318,66,47,2525,570,52.8,4,0.664,321.5,7
U100700,2,252,56,48,1290,794,93.1,5,0.463,480.3,9
U100701,0,225,55,42,1986,895,46.3,5,0.577,246.6,14
U100702,4,246,79,63,2593,681,31.5,2,0.409,201.9,3
U100703,4,346,57,80,1292,576,40.0,3,0.137,204.3,13
U100704,6,504,96,79,1404,957,103.4,6,0.459,625.4,8
U100705,1,115,16,38,2114,503,64.6,3,0.692,267.3,3
U100706,2,238,44,51,3829,380,35.9,2,0.442,397.1,4
U100707,3,347,88,52,599,935,74.9,6,0.848,311.9,6
U100708,2,170,22,25,598,557,72.7,3,0.86,445.9,9
U100709,4,438,66,53,1242,838,66.6,5,0.078,518.6,12
U100710,10,537,88,27,4327,822,77.8,4,0.807,489.3,12
U100711,8,591,136,64,4449,862,83.2,5,0.456,371.0,4
U100712,8,460,95,46,1318,511,45.6,2,0.407,184.1,5
U100713,6,262,52,32,1574,327,57.2,4,0.303,433.7,2
U100714,3,393,56,63,1432,829,65.1,3,0.555,368.7,7
U100715,3,200,27,12,1309,209,35.6,2,0.325,335.1,1
U100716,1,182,40,28,1035,371,48.3,1,0.349,409.5,6
U100717,6,459,110,52,988,1084,74.9,5,0.277,724.8,11
U100718,2,201,46,22,1475,590,62.1,4,0.411,548.6,0
U100719,1,131,0,21,1946,237,56.2,2,0.833,442.8,9
U100720,2,164,34,48,1214,594,80.6,4,0.255,481.1,10
U100721,6,555,111,62,2459,1110,96.9,6,0.671,728.7,15
U100722,1,121,2,20,288,113,25.1,1,0.074,60.0,6
U100723,4,337,86,43,1438,861,57.2,2,0.694,445.7,2
U100724,2,174,59,37,1245,532,25.3,2,0.323,404.2,10
U100725,4,347,56,57,728,910,57.3,6,0.366,248.5,3
U100726,4,293,74,49,1102,828,86.1,5,0.718,603.1,11
U100727,5,311,68,52,1379,846,93.9,5,0.637,761.8,10
U100728,1,282,68,40,512,774,52.1,2,0.495,430.3,13
U100729,3,286,94,37,2184,668,31.1,2,0.345,238.7,1
U100730,6,278,51,45,457,514,82.7,4,0.581,427.7,10
U100731,1,184,52,47,1574,642,66.6,4,0.187,516.4,13
U100732,5,267,88,51,1766,420,100.0,5,0.812,673.3,7
U100733,1,276,51,44,629,1028,85.1,3,0.778,461.0,6
U100734,5,233,54,38,335,575,79.4,5,0.847,509.6,6
U100735,3,352,77,37,1964,1143,56.4,4,0.162,312.6,10
U100736,6,407,91,63,2901,875,79.9,5,0.361,269.5,16
U100737,3,233,47,52,2357,752,67.7,6,0.328,143.7,7
U100738,4,215,48,16,1932,171,68.7,1,0.513,431.5,4
U100739,2,197,42,38,2820,115,29.0,1,0.46,135.0,6
U100740,7,372,57,43,1386,389,87.7,6,0.144,388.8,8
U100741,7,498,92,58,3110,971,91.8,6,0.74,703.4,18
U100742,2,257,41,17,796,254,53.3,3,0.518,524.7,2
U100743,1,82,24,0,936,80,13.538,2,0.292,101.8,3
U100744,4,346,51,61,2403,724,69.6,4,0.163,556.8,9
U100745,8,411,92,43,919,538,109.9,6,0.512,807.8,8
U100746,4,415,92,67,4449,748,79.7,6,0.385,731.1,6
U100747,4,297,60,43,1570,970,77.9,5,0.332,698.1,7
U100748,5,312,49,61,2157,498,77.7,3,0.571,480.0,4
U100749,4,560,104,74,4449,794,56.0,2,0.459,266.1,9
U100750,1,216,72,47,2665,673,65.5,6,0.554,553.3,6
U100751,2,284,44,50,4008,707,63.3,4,0.086,406.2,5
U100752,2,132,28,38,587,273,60.8,2,0.691,453.2,1
U100753,5,394,100,58,4449,1133,89.8,7,0.324,424.4,7
U100754,7,553,113,59,1539,1088,87.7,7,0.361,526.8,13
U100755,4,375,39,3,700,979,90.2,6,0.129,526.5,8
U100756,8,481,116,60,861,687,76.0,2,0.485,549.0,7
U100757,3,273,38,44,1607,725,86.5,5,0.615,524.9,6
U100758,1,248,30,46,628,934,76.0,5,0.441,399.8,16
U100759,4,235,41,44,1289,856,91.7,5,0.81,370.3,14
U100760,4,387,100,61,567,1167,105.9,6,0.346,787.2,14
U100761,3,279,46,74,3075,707,90.8,5,0.809,887.1,7
U100762,4,475,77,69,3795,834,93.0,6,0.458,490.5,7
U100763,8,527,112,55,4449,524,79.7,6,0.282,323.6,13
U100764,5,351,73,58,889,640,68.8,5,0.073,192.6,3
U100765,1,197,45,26,2154,640,64.4,2,0.584,424.2,7
U100766,1,308,57,24,393,913,65.4,4,0.645,609.4,13
U100767,2,202,51,28,1320,599,42.7,3,0.354,203.9,8
U100768,0,154,13,12,468,624,42.1,2,0.447,293.3,11
U100769,4,400,73,54,1771,1120,105.7,6,0.645,785.6,4
U100770,10,594,127,80,2010,925,112.1,6,0.234,700.6,9
U100771,4,317,67,65,1498,883,74.5,6,0.377,526.7,12
U100772,5,328,89,62,980,679,76.6,6,0.593,138.8,3
U100773,7,426,138,77,2239,1293,107.0,6,0.869,794.3,6
U100774,0,174,25,17,2267,534,81.3,4,0.91,801.2,5
U100775,5,387,81,21,1761,1002,67.9,4,0.04,432.3,8
U100776,3,308,4,24,1913,226,55.2,3,0.094,285.2,4
U100777,7,490,91,47,2742,857,79.1,5,0.535,381.7,6
U100778,5,484,82,69,1205,763,52.6,4,0.439,318.7,2
U100779,2,270,42,59,1191,632,55.8,1,0.523,440.2,11
U100780,0,71,67,36,1188,776,77.6,4,0.67,796.3,13
U100781,2,233,47,9,998,481,69.8,4,0.466,530.3,3
U100782,5,382,119,49,1046,1056,112.1,7,0.689,809.5,9
U100783,4,406,81,79,2607,837,62.7,6,0.338,293.9,16
U100784,3,263,78,64,1264,801,82.2,3,0.788,422.5,3
U100785,2,250,62,37,609,605,68.8,4,0.783,599.4,7
U100786,4,318,90,21,1357,829,61.9,4,0.339,369.9,4
U100787,4,219,53,31,4449,420,71.8,3,0.548,598.3,4
U100788,4,213,37,28,626,326,50.1,2,0.052,200.8,0
U100789,2,75,29,18,498,501,63.4,3,0.677,440.9,7
U100790,3,239,63,23,477,643,71.9,3,0.311,414.8,6
U100791,1,127,67,27,633,607,73.0,2,0.748,441.2,4
U100792,5,388,73,49,4449,930,77.4,5,0.366,462.4,4
U100793,5,412,102,35,996,937,75.8,4,0.125,522.8,6
U100794,1,191,21,43,1379,540,35.3,1,0.434,322.7,1
U100795,7,462,79,73,2439,757,80.2,4,0.608,400.3,11
U100796,2,271,51,41,1403,981,85.3,6,0.803,595.1,7
U100797,3,247,67,59,462,973,74.1,6,0.36,374.8,7
U100798,5,339,65,67,1469,863,84.6,6,0.357,695.3,2
U100799,4,380,95,90,1408,1165,43.3,5,0.245,455.9,9
U100800,2,181,50,36,640,526,71.7,3,0.45,615.9,9
U100801,4,226,62,52,3438,469,69.5,3,0.86,683.5,16
U100802,6,496,87,52,3471,857,80.2,5,0.392,692.8,4
U100803,5,463,68,62,4449,739,102.9,4,0.392,597.1,14
U100804,7,392,75,65,1144,539,87.4,6,0.364,487.8,14
U100805,3,436,94,73,2910,931,82.1,6,0.914,249.6,8
U100806,0,234,49,41,3912,905,51.3,4,0.27,421.3,9
U100807,1,150,29,32,712,65,49.8,1,0.625,325.1,1
U100808,5,345,111,78,2856,1045,87.3,3,0.257,509.0,13
U100809,4,345,106,27,1799,808,70.9,5,0.132,453.8,7
U100810,6,361,61,21,1140,615,81.2,4,0.714,609.1,11
U100811,2,339,96,64,1014,680,43.1,3,0.628,257.7,5
U100812,5,484,87,45,1574,891,58.9,6,0.72,314.7,4
U100813,4,355,81,10,193,810,62.6,2,0.485,596.0,7
U100814,9,585,139,67,1936,995,74.6,4,0.295,492.2,14
U100815,4,329,48,64,1621,795,61.9,5,0.333,387.0,11
U100816,0,104,22,34,546,419,63.0,3,0.694,480.8,3
U100817,1,197,22,74,3217,500,69.0,4,0.541,413.1,3
U100818,9,519,97,76,1586,1076,86.3,5,0.739,594.5,9
U100819,1,195,58,49,2118,571,66.7,2,0.592,508.8,4
U100820,6,378,112,45,3618,636,83.1,3,0.627,884.9,7
U100821,6,392,82,50,927,889,99.5,6,0.591,671.8,12
U100822,4,357,76,30,817,384,70.3,2,0.364,426.6,17
U100823,1,172,51,23,302,413,37.7,1,0.391,67.2,6
U100824,0,56,15,22,1048,190,46.5,1,0.395,252.1,5
U100825,2,214,35,30,1137,519,71.5,3,0.58,697.8,13
U100826,3,339,69,57,1746,789,76.2,4,0.524,612.3,3
U100827,1,102,25,21,1353,164,34.6,3,0.5,206.4,2
U100828,4,365,96,84,1710,960,102.2,5,0.434,623.5,12
U100829,2,129,38,3,262,331,56.0,1,0.141,575.1,4
U100830,5,498,106,59,3334,1094,64.3,5,0.321,252.3,2
U100831,7,502,99,65,4203,939,89.2,7,0.362,785.7,15
U100832,1,173,26,40,763,760,32.4,2,0.454,68.4,5
U100833,6,334,91,38,2137,560,83.4,4,0.429,584.8,2
U100834,1,236,25,31,2608,618,78.8,3,0.676,451.7,9
U100835,3,330,76,33,1965,653,46.4,2,0.807,90.4,8
U100836,4,265,72,58,1226,697,68.1,3,0.251,442.4,10
U100837,6,411,94,91,877,1195,110.4,7,0.269,767.7,13
U100838,5,401,69,74,1190,810,95.3,7,0.268,565.6,6
U100839,2,299,87,42,1253,552,71.1,4,0.43,530.2,10
U100840,2,348,78,91,4449,1338,104.8,7,0.698,572.0,10
U100841,2,336,48,52,839,788,45.2,5,0.064,172.4,1
U100842,8,577,144,88,2305,1279,103.8,7,0.566,697.2,9
U100843,2,195,32,48,595,855,77.5,3,0.31,698.9,5
U100844,3,254,18,32,840,611,77.8,4,0.688,652.5,10
