user_id,posts_per_week,likes_per_week,comments_per_week,shares_per_week,followers,following,avg_session_minutes,active_days_per_week,night_activity_ratio,video_watch_minutes,purchase_clicks_per_week,cluster,cluster_name,pca_1,pca_2
U100228,1,103,58,70,531,797,70.4,3,0.489,445.2,9,0,Night Owl,-1.1783596417581457,0.8613827973500653
U100229,3,325,74,67,941,731,28.4,4,0.196,220.4,6,3,Interactive User,-0.8310692298879739,-2.1219177226083783
U100230,2,85,60,36,1118,300,45.3,2,0.186,535.8,8,2,Low-frequency Browser,-2.735283693380843,-0.14691036175672287
U100231,5,183,47,10,1404,457,78.8,3,0.66,705.1,9,0,Night Owl,-1.3475730637778762,1.6161819542048563
U100232,0,135,15,22,1616,698,99.6,5,0.363,668.8,9,0,Night Owl,-1.429147231439316,2.8075349733947115
U100233,4,238,64,25,1378,834,79.6,6,0.169,456.9,12,0,Night Owl,0.1330403292850374,0.7813444692526681
U100234,0,148,37,46,1311,512,68.3,3,0.57,625.0,6,2,Low-frequency Browser,-2.0560628397934777,1.3654459807834822
U100235,7,464,79,69,1205,553,52.8,3,0.279,244.3,4,3,Interactive User,0.20016568889134997,-2.596056155949308
U100236,2,211,42,24,2376,449,50.7,1,0.875,447.2,1,2,Low-frequency Browser,-2.8149078109133545,-0.28284056253816736
U100237,2,101,18,10,317,565,67.5,4,0.582,344.9,4,2,Low-frequency Browser,-3.0944100665746173,1.0942635301266805
U100238,1,190,12,30,1473,220,71.0,2,0.136,114.1,5,2,Low-frequency Browser,-3.5560268230390606,-0.7426685528686041
U100239,0,277,40,44,439,762,52.3,2,0.626,269.7,4,2,Low-frequency Browser,-2.388612020359191,-0.2627346852060982
U100240,3,261,51,46,2133,492,70.6,3,0.493,331.7,6,2,Low-frequency Browser,-1.2305695241784285,-0.4073336822721775
U100241,8,422,111,40,415,724,58.3,4,0.413,267.8,12,3,Interactive User,0.9248355885848976,-1.42928236657822
U100242,3,183,57,15,2637,154,52.7,1,0.507,415.7,1,2,Low-frequency Browser,-3.0924404467176543,-1.0291842622750742
U100243,3,242,70,41,616,776,28.6,2,0.948,140.2,8,2,Low-frequency Browser,-1.9445141761126739,-1.0525595715785112
U100244,3,424,72,67,4449,1268,73.8,7,0.514,476.85,12,1,Content Creator,2.7583957370760492,0.054966020900013984
U100245,3,239,78,52,2603,393,53.7,1,0.305,557.1,9,2,Low-frequency Browser,-1.1755909440572045,-0.8407548166580755
U100246,4,407,108,75,2260,1114,58.3,2,0.254,566.8,5,3,Interactive User,1.3141940864941317,-1.5856043865709475
U100247,5,487,109,62,2338,1183,111.7,6,0.574,447.9,8,1,Content Creator,3.2703397380052652,0.3045858560347138
U100248,8,442,98,83,1963,1183,118.3,7,0.619,648.8,11,1,Content Creator,4.360328193621814,1.17633793862532
U100249,4,235,43,56,3256,602,42.9,2,0.302,468.8,6,3,Interactive User,-1.213849823402518,-1.3490544934853717
U100250,1,143,24,32,494,639,84.2,4,0.699,483.9,7,0,Night Owl,-1.979439498228512,2.020760594413933
U100251,0,195,50,22,456,874,60.9,5,0.186,454.0,7,0,Night Owl,-1.6656908882725912,0.8015928162133114
U100252,3,360,67,83,4226,1121,90.6,6,0.322,787.0,14,1,Content Creator,2.96587387848694,1.1438882345632675
U100253,0,96,48,48,393,452,47.1,2,0.497,302.3,4,2,Low-frequency Browser,-3.2809510022730057,-0.2127508136174521
U100254,2,286,52,47,1360,1020,83.8,4,0.687,428.4,7,0,Night Owl,-0.12671202829048622,0.9543354316469245
U100255,5,307,67,50,1567,848,61.7,6,0.364,487.9,5,3,Interactive User,0.48036101677853926,-0.293290487017859
U100256,5,450,111,67,2162,1254,69.1,4,0.215,429.0,3,3,Interactive User,2.0069520451103666,-1.7478487946993528
U100257,2,217,61,62,638,514,62.2,3,0.561,366.0,7,2,Low-frequency Browser,-1.4177227566981558,-0.012055673935747878
U100258,0,292,25,76,3592,896,73.0,2,0.379,532.2,3,3,Interactive User,-0.6741587327630553,-0.21778393344032504
U100259,6,369,58,45,1135,379,64.5,2,0.552,331.9,4,3,Interactive User,-1.1027671836426591,-1.2133860078449243
U100260,0,237,48,30,1040,871,44.5,4,0.207,239.8,3,2,Low-frequency Browser,-2.1816019955643378,-0.8269937461827399
U100261,5,324,85,17,799,363,90.5,5,0.741,541.9,7,0,Night Owl,-0.1947658486245037,1.1227587868213924
U100262,3,223,78,43,1908,537,70.7,4,0.69,209.5,6,3,Interactive User,-0.9365077218292133,-0.41648673832461003
U100263,1,133,44,16,414,587,89.1,2,0.553,364.1,6,2,Low-frequency Browser,-2.6319525037163274,1.2373523254817103
U100264,5,491,94,43,2171,1192,69.6,5,0.368,310.9,8,3,Interactive User,1.7539425465834932,-1.1751407416527064
U100265,5,422,76,60,2405,828,85.7,6,0.332,575.8,10,1,Content Creator,1.9494489110686937,0.22769047163082196
U100266,3,154,55,30,335,379,54.9,4,0.66,176.0,17,2,Low-frequency Browser,-1.977483508169322,0.5696011684432514
U100267,1,206,51,36,3577,587,83.0,4,0.579,688.2,13,0,Night Owl,-0.3401448539741435,1.7504208949318096
U100268,4,315,69,26,2461,697,65.2,4,0.319,349.1,4,3,Interactive User,-0.6117203932616472,-0.9709700510124468
U100269,1,190,23,31,639,428,88.5,4,0.54,811.3,9,0,Night Owl,-1.6110060002963869,2.808254393183459
U100270,2,234,39,40,885,612,52.9,3,0.419,245.8,5,2,Low-frequency Browser,-2.2106488689886845,-0.6058488756977255
U100271,0,332,57,83,3353,1162,74.7,4,0.513,353.7,6,3,Interactive User,0.7050946192198626,-0.31787724555774177
U100272,3,206,81,42,451,823,68.2,3,0.468,666.9,13,0,Night Owl,-0.29685642444029525,1.2394708928555584
U100273,7,389,72,55,2998,731,87.8,7,0.265,527.4,14,1,Content Creator,2.3457127896227306,0.22209254577006027
U100274,4,346,55,71,1829,926,118.0,6,0.269,769.7,7,1,Content Creator,2.0293775631528876,1.7687064298577673
U100275,4,405,66,49,4449,841,92.2,4,0.764,573.6,10,1,Content Creator,1.5584884411863609,0.523183085596899
U100276,3,440,82,70,1403,792,59.8,3,0.303,490.6,9,3,Interactive User,0.5668925518690622,-0.863574839713996
U100277,7,332,44,9,959,235,59.9,2,0.657,394.1,8,2,Low-frequency Browser,-1.9005021656560221,-0.3946657356835374
U100278,4,286,77,12,1289,1065,86.5,5,0.523,627.4,9,0,Night Owl,0.515081978499437,1.470792114455479
U100279,7,461,126,47,1739,1229,54.0,5,0.617,500.1,6,1,Content Creator,2.317691409251321,-1.2052738333322355
U100280,4,472,108,69,3419,977,70.9,5,0.407,128.1,7,3,Interactive User,1.8893554162151793,-2.129699691709106
U100281,2,260,32,21,1745,299,24.3,1,0.481,287.9,9,2,Low-frequency Browser,-3.3979497426420786,-1.2023661742128486
U100282,2,310,74,59,1814,800,88.0,6,0.354,613.0,9,0,Night Owl,0.983571016741158,1.1000083116194619
U100283,2,244,77,64,371,816,86.8,4,0.717,476.85,9,0,Night Owl,0.07163750749402692,1.2613409912746305
U100284,2,252,66,39,336,658,49.6,2,0.476,349.9,9,2,Low-frequency Browser,-1.8087216997933344,-0.32450753437188945
U100285,4,223,42,21,1701,344,97.9,3,0.18,617.5,3,2,Low-frequency Browser,-1.4703169526885778,0.7110478648555987
U100286,2,321,55,34,1404,929,77.5,4,0.242,194.3,11,3,Interactive User,-0.5082080014000762,-0.17761805739072373
U100287,5,248,61,34,2332,714,72.0,4,0.32,203.9,7,3,Interactive User,-0.5830408662327506,-0.9495096631635191
U100288,2,250,59,56,1752,794,42.1,3,0.568,202.9,6,3,Interactive User,-1.3568427869482018,-1.1902597077216523
U100289,2,205,49,19,349,781,101.0,5,0.382,789.2,6,0,Night Owl,-0.6232900960531946,2.627710777490146
U100290,5,140,86,20,1404,447,66.9,4,0.251,529.2,7,2,Low-frequency Browser,-1.0948711234778337,0.0250351748551137
U100291,2,301,50,48,4449,570,59.3,4,0.183,465.8,11,3,Interactive User,-0.26827801104864596,-0.6633725191692802
U100292,4,288,46,67,1606,747,67.8,6,0.077,325.7,4,3,Interactive User,-0.013037512426009765,-0.8506233454954505
U100293,0,51,8,4,610,5,39.3,1,0.149,219.6,1,2,Low-frequency Browser,-5.835855436600331,-0.7970250818114419
U100294,5,332,78,62,1707,630,71.6,4,0.745,606.7,5,0,Night Owl,0.5236502435184994,0.1590894418068601
U100295,6,405,77,48,1076,612,61.8,5,0.14,448.1,1,3,Interactive User,0.17362691902426264,-1.4481382948446946
U100296,2,284,67,49,1143,749,80.8,6,0.386,605.2,9,0,Night Owl,0.32674026702058256,1.272837156101128
U100297,7,400,97,29,2978,477,82.0,3,0.874,857.5,10,1,Content Creator,1.2413763865405143,0.8482047776545323
U100298,2,264,37,28,1552,734,29.4,1,0.522,88.4,8,2,Low-frequency Browser,-2.8349693866371237,-1.6281684529287095
U100299,1,177,26,39,443,816,59.4,4,0.518,383.4,4,2,Low-frequency Browser,-2.1198433660901936,0.6313385841614961
U100300,6,427,113,84,1455,1039,102.8,6,0.549,558.3,14,1,Content Creator,3.5348114817980933,0.7532583476583027
U100301,4,99,0,12,424,334,58.9,2,0.638,701.5,1,2,Low-frequency Browser,-3.5899836405771115,1.2984316902076385
U100302,2,378,77,70,2035,1210,88.8,5,0.719,568.9,4,1,Content Creator,1.5821118227512194,0.7605401839969961
U100303,5,352,99,73,4449,902,48.3,4,0.28,391.2,3,3,Interactive User,1.2563879156461248,-2.549339777891728
U100304,1,292,67,60,1378,444,47.6,5,0.09,416.3,11,3,Interactive User,-0.8177514291299699,-0.5056508391061312
U100305,2,300,64,27,495,811,49.1,2,0.788,380.2,8,2,Low-frequency Browser,-1.6360650310617513,0.07507898185302636
U100306,3,179,46,26,713,293,60.2,3,0.165,532.5,0,2,Low-frequency Browser,-2.6705880242291107,-0.2811789521565185
U100307,3,241,58,30,769,916,82.6,7,0.383,563.2,8,0,Night Owl,0.19621123678321634,1.570694173271915
U100308,6,536,133,67,1054,1105,74.7,5,0.376,335.1,10,1,Content Creator,2.819005156179934,-1.343488116753943
U100309,8,495,101,69,2071,1115,75.6,6,0.364,630.5,8,1,Content Creator,3.257230487911262,-0.6199969365262988
U100310,8,581,97,52,4449,847,97.8,6,0.778,481.6,9,1,Content Creator,3.5348254685688394,-0.5160743045083052
U100311,0,169,56,60,1685,901,85.3,5,0.962,623.1,10,0,Night Owl,-0.021904506496895973,2.505419955234595
U100312,4,509,87,71,1624,1248,99.9,7,0.332,632.1,15,1,Content Creator,3.5412000026007306,1.210785995319255
U100313,0,10,19,2,583,513,75.1,5,0.131,821.7,5,2,Low-frequency Browser,-2.9543348945943224,2.6651715152888222
U100314,4,308,75,12,605,636,86.1,6,0.18,778.5,15,0,Night Owl,0.4575611215966518,2.0248015365663097
U100315,5,258,105,57,1257,683,62.8,4,0.521,559.8,17,0,Night Owl,0.8957308141422271,0.4261303628573217
U100316,4,288,67,33,1906,696,95.6,5,0.555,618.5,4,0,Night Owl,0.25134103169576,1.0804545622251405
U100317,5,378,85,81,967,980,39.0,3,0.294,322.0,2,3,Interactive User,0.24151779852734706,-2.3879122620299835
U100318,7,603,67,87,4449,992,78.9,7,0.214,448.6,6,1,Content Creator,3.555995341927101,-1.728667217276832
U100319,2,112,15,5,864,314,62.9,2,0.479,523.8,5,2,Low-frequency Browser,-3.6654523162987416,1.0050290316629737
U100320,4,299,71,68,309,762,87.2,6,0.637,445.8,3,0,Night Owl,0.5512264508050067,0.6245366882651983
U100321,6,213,58,46,504,439,45.1,3,0.682,237.6,1,2,Low-frequency Browser,-1.9386906479224442,-1.3441358118077762
U100322,5,346,90,29,642,1242,61.0,6,0.159,466.7,7,3,Interactive User,0.9641238484915021,-0.34079008370830194
U100323,4,382,49,27,4449,999,82.4,5,0.694,675.1,1,0,Night Owl,0.8716022216313031,0.40981631300026267
U100324,5,420,55,62,2255,978,84.3,7,0.585,519.9,4,1,Content Creator,1.742476937642551,0.32786721702921157
U100325,2,431,54,62,4449,961,119.8,6,0.586,715.8,13,1,Content Creator,2.6736955801512674,2.0462414358289176
U100326,1,258,78,39,842,653,80.6,2,0.541,480.6,4,0,Night Owl,-1.305671447851006,0.4089635397383809
U100327,0,175,20,39,1267,652,73.0,4,0.293,637.9,6,0,Night Owl,-1.8574169132457121,1.4754515200165392
U100328,4,226,52,26,784,312,29.8,2,0.136,340.7,9,2,Low-frequency Browser,-2.7131012963954535,-1.3865541067943508
U100329,3,272,60,30,1817,675,64.3,3,0.114,313.6,12,3,Interactive User,-1.0189627271183381,-0.5599946002419549
U100330,3,366,78,62,1221,1256,67.9,6,0.171,372.7,15,1,Content Creator,1.6183328808854043,0.051343795950693015
U100331,0,275,48,37,820,762,83.6,6,0.721,522.9,8,0,Night Owl,-0.5650663360652245,2.0496032304329836
U100332,5,367,112,66,4076,598,55.8,3,0.558,412.2,3,3,Interactive User,0.817667910872413,-2.177057166132066
U100333,0,111,25,47,1109,339,44.9,2,0.666,1021.6,6,2,Low-frequency Browser,-2.6987459006257857,2.0869612131743303
U100334,4,510,102,69,4449,967,66.1,5,0.658,348.2,7,1,Content Creator,2.313161926855284,-1.5629956190885892
U100335,1,179,44,8,372,201,36.5,3,0.665,305.1,1,2,Low-frequency Browser,-4.000012190786552,-0.3204264538061723
U100336,3,490,61,48,4449,678,66.1,3,0.667,578.4,9,3,Interactive User,0.7416058691591966,-0.45600585268273863
U100337,3,199,57,21,882,412,95.9,5,0.633,580.4,4,0,Night Owl,-1.1364256995864324,1.7299124029914146
U100338,8,491,110,65,3119,780,85.1,6,0.503,650.8,5,1,Content Creator,3.0813269644885266,-0.6972145001612217
U100339,4,438,107,104,4449,1031,98.9,5,0.766,681.9,11,1,Content Creator,3.8582543409574344,0.4161400949282131
U100340,1,104,25,13,460,252,16.5,1,0.531,180.5,5,2,Low-frequency Browser,-5.002323017889447,-1.0464540966970834
U100341,4,347,80,63,3116,960,64.2,4,0.562,88.4,6,3,Interactive User,0.5446224786422053,-1.7983794636085355
U100342,1,300,39,47,1631,924,54.3,4,0.648,287.5,10,0,Night Owl,-0.9347519699604168,0.14624175058757802
U100343,2,256,45,11,509,980,105.6,4,0.803,645.9,12,0,Night Owl,-0.33888844912053434,3.11974497514244
U100344,5,413,92,96,1586,1236,90.6,7,0.827,406.1,3,1,Content Creator,2.9373035581282196,0.04947639317527668
U100345,3,239,50,49,1965,372,36.6,1,0.405,476.85,5,2,Low-frequency Browser,-2.2683207540850243,-1.2181427066866466
U100346,7,377,67,42,1252,328,67.7,3,0.866,686.3,11,0,Night Owl,0.08405272944309965,0.6400047182160188
U100347,2,282,53,0,2349,757,82.8,3,0.19,387.5,5,2,Low-frequency Browser,-1.4672704464957596,-0.01635385240945724
U100348,0,132,42,32,1892,600,54.1,2,0.766,300.2,15,2,Low-frequency Browser,-2.3931763597907896,0.8281345673352501
U100349,1,159,49,59,2705,1242,90.1,6,0.534,412.5,7,0,Night Owl,0.5261176333785386,1.2416976349265267
U100350,4,274,36,51,1921,303,105.4,4,0.219,602.5,12,0,Night Owl,-0.1865402637261745,1.3103204623347358
U100351,4,243,63,54,506,735,103.1,6,0.761,609.6,2,0,Night Owl,0.41207017884397906,1.7883157330714503
U100352,4,280,47,24,521,555,74.7,2,0.567,362.7,13,0,Night Owl,-1.4627469802255124,0.5891320382674285
U100353,3,346,51,40,2301,826,89.9,5,0.351,749.2,8,0,Night Owl,0.6793971927710952,1.3427777454391594
U100354,5,415,90,71,4348,567,103.7,6,0.56,598.2,13,1,Content Creator,2.763208531157522,0.5515408700018566
U100355,2,290,26,25,1031,507,47.7,4,0.079,410.0,8,2,Low-frequency Browser,-2.1403000124894875,-0.31088149782111235
U100356,0,238,58,69,3349,740,58.1,4,0.453,229.2,13,3,Interactive User,-0.46231273122513095,-0.44336068616283236
U100357,4,504,89,66,4257,851,90.0,6,0.521,702.1,9,1,Content Creator,2.908066239212408,0.2512402167363805
U100358,1,293,67,63,1181,520,32.8,3,0.368,328.1,6,2,Low-frequency Browser,-1.6396753289554997,-1.3360405066381136
U100359,9,555,120,50,1837,783,50.0,4,0.4,178.5,3,3,Interactive User,1.5143784204741912,-3.3510215357255038
U100360,3,254,64,48,1393,686,75.0,4,0.893,512.6,5,0,Night Owl,-0.46865648866936727,0.8760848686841946
U100361,2,194,83,41,627,833,53.7,5,1.0,443.2,13,0,Night Owl,-0.4289213385480889,1.3425561167319744
U100362,4,430,51,57,2335,664,100.5,6,0.392,959.5,13,1,Content Creator,1.992186252055721,2.242987852932662
U100363,3,187,38,37,589,338,48.1,3,0.412,374.2,8,2,Low-frequency Browser,-2.503504097280233,-0.1464878353496386
U100364,2,240,28,28,1007,682,66.8,3,0.373,307.8,2,2,Low-frequency Browser,-2.2848192977802055,-0.213591531379435
U100365,4,300,49,53,1416,700,84.4,6,0.512,393.6,12,0,Night Owl,0.44604587558371034,0.9042616007289581
U100366,1,160,17,29,496,208,52.0,3,0.138,56.4,11,2,Low-frequency Browser,-3.671707587689757,-0.5587353793701472
U100367,4,200,93,72,1712,533,45.1,2,0.347,229.9,1,3,Interactive User,-1.2491709196607539,-2.388852886695622
U100368,4,372,81,69,2697,919,74.9,5,0.34,649.9,3,1,Content Creator,1.4375843471952579,-0.34603281453364965
U100369,8,422,114,47,2944,548,95.3,6,0.36,681.4,14,1,Content Creator,2.8448660578575966,0.2919204327630547
U100370,5,363,109,68,792,825,64.4,5,0.211,559.3,15,1,Content Creator,1.6912007315136564,-0.13814812045739763
U100371,6,462,136,49,1398,1082,99.1,6,0.393,596.4,16,1,Content Creator,3.4894962480945875,0.7173404792215211
U100372,7,443,133,57,2719,1008,84.4,6,0.411,436.2,11,1,Content Creator,3.2055354724472807,-0.8012819792507699
U100373,0,249,78,53,2274,972,82.2,5,0.515,405.5,8,0,Night Owl,0.21568566493302582,0.7008053410047144
U100374,2,248,43,15,1783,611,93.1,5,0.351,803.1,11,0,Night Owl,-0.4567522946792832,2.4237893132800177
U100375,4,485,73,76,4449,894,108.9,7,0.58,745.6,7,1,Content Creator,3.3430257816917432,0.968697914359297
U100376,8,563,106,76,4449,548,77.3,4,0.536,782.7,5,1,Content Creator,3.0040662402183655,-1.2928277875608416
U100377,4,306,71,30,1743,462,57.6,1,0.356,596.0,11,2,Low-frequency Browser,-1.1517337296532222,-0.28989916234763285
U100378,7,294,77,53,1457,465,69.3,6,0.725,281.4,8,3,Interactive User,0.4127231472300015,-0.40492272366819254
U100379,5,439,91,60,1252,699,73.6,2,0.79,319.8,6,3,Interactive User,0.35516751786214273,-0.9741444944033063
U100380,3,401,74,85,2362,1008,74.4,6,0.484,419.2,3,3,Interactive User,1.5679145215628771,-0.5851073032690827
U100381,5,382,67,44,1466,787,106.5,6,0.483,460.1,2,0,Night Owl,1.0169170678093313,0.5158559293278254
U100382,1,112,48,45,720,559,31.6,2,0.547,325.9,7,2,Low-frequency Browser,-2.9832196459512614,-0.4261208086919873
U100383,5,229,51,45,765,277,77.4,2,0.121,767.7,3,2,Low-frequency Browser,-1.4083008662714969,0.2337407194552904
U100384,2,238,33,49,2008,296,41.1,2,0.289,161.0,7,2,Low-frequency Browser,-2.7342827002954566,-1.6222378303645772
U100385,4,228,44,37,782,262,53.1,2,0.417,434.4,7,2,Low-frequency Browser,-2.3247484397939813,-0.38436556076132133
U100386,1,14,16,0,646,317,73.5,4,0.682,569.8,11,2,Low-frequency Browser,-3.3240182965222513,2.7434938086961584
U100387,6,465,120,53,621,1089,73.7,5,0.315,493.3,5,1,Content Creator,2.006586436994384,-0.8844171871408949
U100388,5,257,64,30,2511,585,73.4,5,0.485,487.1,3,3,Interactive User,-0.347360996166856,-0.12208329342491764
U100389,1,217,46,12,1687,494,25.8,2,0.563,167.3,3,2,Low-frequency Browser,-3.560431674718366,-1.4459984658544693
U100390,4,204,45,0,549,148,30.2,1,0.594,411.2,2,2,Low-frequency Browser,-3.9895988087580703,-0.8995458971719322
U100391,1,129,26,22,1834,448,85.8,4,0.144,589.5,4,2,Low-frequency Browser,-2.1971236423483704,1.2043379667275098
U100392,1,271,43,31,3241,834,48.9,3,0.337,448.5,7,2,Low-frequency Browser,-1.31456803127997,-0.4899160240739222
U100393,3,271,37,31,1418,493,81.7,5,0.496,553.4,7,0,Night Owl,-0.9008526751504027,1.1898392438296306
U100394,2,331,71,59,528,1107,104.8,5,0.398,724.0,10,0,Night Owl,1.3879114444105978,2.100817211605036
U100395,4,443,91,63,4449,1057,81.7,4,0.352,581.9,8,1,Content Creator,2.277272674111886,-0.7104134333203928
U100396,4,351,96,69,771,1045,98.0,6,0.541,615.4,8,1,Content Creator,2.1148978138905505,1.1942783573299631
U100397,5,352,66,44,948,795,71.7,3,0.284,360.4,6,3,Interactive User,-0.2635093362434504,-0.804506227809116
U100398,8,555,106,90,1239,1272,65.1,5,0.47,539.2,4,1,Content Creator,3.278379392072663,-1.515645382427622
U100399,1,202,20,22,680,376,48.2,2,0.169,256.5,6,2,Low-frequency Browser,-3.613645782625286,-0.601556969320675
U100400,1,185,64,31,1532,607,70.1,3,0.678,556.9,14,0,Night Owl,-1.1831596634851578,1.547957386745511
U100401,7,500,116,60,533,941,90.2,6,0.664,481.8,7,1,Content Creator,2.662475456060011,-0.033883649238796505
U100402,4,392,82,74,2920,1040,99.4,5,0.806,365.9,6,1,Content Creator,2.0208468170032123,0.11782116076775141
U100403,3,109,21,30,1402,306,55.2,4,0.927,259.9,2,2,Low-frequency Browser,-3.0324960452240712,0.27714455571773955
U100404,2,238,45,29,604,916,54.7,5,0.906,322.1,4,0,Night Owl,-1.421368516276186,0.6326793224157239
U100405,5,427,86,68,1009,845,67.3,4,0.425,538.5,3,3,Interactive User,0.9400800933831717,-0.7992175644164229
U100406,5,392,99,71,2278,814,64.3,4,0.472,242.4,4,3,Interactive User,0.9332054195909829,-1.902908685505933
U100407,4,270,95,58,604,770,99.0,5,0.458,332.5,7,0,Night Owl,0.6885917900835679,0.3557649619425
U100408,0,122,7,32,1133,360,39.8,2,0.605,208.0,3,2,Low-frequency Browser,-4.240327719944582,-0.34978143112222615
U100409,2,183,67,10,361,286,60.8,2,0.821,127.5,1,2,Low-frequency Browser,-3.425550732464568,-0.5117468177858301
U100410,5,282,81,36,1147,376,71.2,2,0.621,431.6,12,0,Night Owl,-0.7949139692044933,0.030937409123641433
U100411,3,140,27,27,969,300,63.6,1,0.453,477.1,9,2,Low-frequency Browser,-2.9724586130331705,0.514633213653941
U100412,0,133,32,30,803,722,68.1,2,0.837,297.7,5,2,Low-frequency Browser,-2.8516262606131138,0.9183661085767197
U100413,5,395,91,36,731,959,79.8,6,0.638,310.8,8,3,Interactive User,1.0641042007898327,0.09816025924545037
U100414,0,141,29,42,888,612,73.3,4,0.695,567.5,6,0,Night Owl,-1.9712273483889617,1.8474144912415122
U100415,4,300,57,49,663,870,69.8,5,0.526,322.4,2,3,Interactive User,-0.3851883874507977,-0.27960324762715644
U100416,2,399,89,47,2676,1216,92.0,5,0.813,442.2,14,1,Content Creator,1.9304255606161524,1.1621780820888767
U100417,5,402,72,53,4449,749,109.5,6,0.412,724.6,13,1,Content Creator,2.6659305033460923,1.178327726259101
U100418,6,359,114,52,1728,723,92.3,5,0.249,630.1,13,1,Content Creator,2.0695665242880517,0.3661955480214017
U100419,4,317,60,45,1449,947,91.9,6,0.762,652.2,6,0,Night Owl,1.0018502646510197,1.6872375647728712
U100420,6,485,89,33,1483,1021,91.9,5,0.813,707.1,8,1,Content Creator,2.0786154796975302,1.139816248740959
U100421,2,163,46,56,1093,481,47.4,2,0.652,218.5,10,2,Low-frequency Browser,-2.2940678482233454,-0.4124267452534041
U100422,6,471,98,72,1404,689,56.0,3,0.182,571.5,2,3,Interactive User,0.9183104607140117,-1.955976852525654
U100423,1,309,55,45,1303,629,29.7,1,0.296,307.2,5,2,Low-frequency Browser,-2.410957689732595,-1.7200673678876228
U100424,3,259,68,43,1410,426,42.6,3,0.38,539.9,6,2,Low-frequency Browser,-1.4789805609201065,-0.5991909563111876
U100425,5,394,77,62,1605,828,66.3,4,0.53,452.0,12,3,Interactive User,1.0141686059141657,-0.26252146851977043
U100426,7,391,76,53,2032,660,80.3,6,0.224,396.1,9,3,Interactive User,1.390045344130775,-0.6842608539143459
U100427,7,656,113,74,4449,1121,92.1,7,0.724,726.7,7,1,Content Creator,4.887038780321997,-0.3063972602808132
U100428,2,122,48,13,1335,710,32.6,2,0.408,460.6,4,2,Low-frequency Browser,-2.9905869127612985,-0.4167569710470143
U100429,7,557,137,74,4449,962,81.3,4,0.265,425.6,6,1,Content Creator,3.472910608940738,-2.5015923401506788
U100430,4,245,29,31,959,599,51.7,2,0.125,343.8,4,2,Low-frequency Browser,-2.353124336179016,-1.0816247613023975
U100431,3,268,50,66,657,590,54.7,5,0.288,233.4,3,3,Interactive User,-1.1218421951579398,-1.0467369972851346
U100432,6,391,70,47,3273,725,58.5,4,0.717,348.3,9,3,Interactive User,0.6423900064881468,-1.0248550529171747
U100433,3,206,51,20,726,300,65.2,2,0.623,664.8,8,2,Low-frequency Browser,-2.1953519695207735,1.1271791456112763
U100434,5,449,105,61,1911,894,79.9,5,0.471,254.1,7,3,Interactive User,1.65523305975035,-1.1664659317471882
U100435,7,462,109,50,1274,991,56.2,3,0.549,348.7,10,3,Interactive User,1.3501984496448265,-1.5102643624798298
U100436,2,77,28,24,1015,417,55.6,3,0.971,340.4,9,2,Low-frequency Browser,-3.003592121158907,1.1787250301274055
U100437,3,399,88,66,3124,848,56.1,2,0.192,423.6,13,3,Interactive User,0.6999842385996229,-1.442072044482002
U100438,6,379,87,55,2374,452,57.8,3,0.211,247.2,10,3,Interactive User,0.09103811542960635,-2.081584347849232
U100439,8,516,115,53,1812,865,76.2,6,0.659,470.0,5,1,Content Creator,2.5683920463772747,-0.922733092639903
U100440,2,95,44,29,858,735,78.1,4,0.512,710.3,8,0,Night Owl,-1.3732611912660277,2.118255017570241
U100441,4,361,41,57,1916,745,65.7,5,0.569,333.3,5,3,Interactive User,-0.10243373186049709,-0.4389757183407852
U100442,4,219,43,34,270,463,76.8,4,0.487,570.3,12,0,Night Owl,-1.0939538192317007,1.4647721850544813
U100443,6,445,90,86,982,1127,81.5,6,0.322,533.7,11,1,Content Creator,2.853720966653603,-0.04682886511174767
U100444,1,61,13,37,593,425,52.0,3,0.386,544.0,10,2,Low-frequency Browser,-3.080640434777481,1.2655792202589364
U100445,1,52,57,10,643,560,59.8,2,0.556,265.8,6,2,Low-frequency Browser,-3.349486889711026,0.33755099918674764
U100446,6,473,88,33,1015,1030,110.8,6,0.317,923.4,15,1,Content Creator,2.956279715089046,2.308279520635558
U100447,7,520,136,50,2959,1072,72.5,4,0.191,590.6,11,1,Content Creator,3.076389598259405,-1.3960611179362192
U100448,6,475,73,77,2013,779,95.2,6,0.303,679.1,10,1,Content Creator,2.616470598593937,0.43960334528455886
U100449,7,457,72,59,2469,860,73.3,5,0.658,456.8,8,1,Content Creator,1.7502781804932543,-0.5444641784414357
U100450,2,223,57,45,466,839,67.8,3,0.784,422.4,13,0,Night Owl,-0.8892980279404312,1.2135844806751095
U100451,9,561,126,63,1824,735,86.7,4,0.72,690.7,9,1,Content Creator,3.165461466883768,-0.41403278820788725
U100452,4,449,96,74,3017,964,109.9,7,0.689,923.4,7,1,Content Creator,3.53556712015821,1.849148785533638
U100453,2,401,63,42,3992,866,128.037,7,0.523,814.2,8,1,Content Creator,2.352352844922942,2.454497974638668
U100454,7,413,90,33,1305,651,95.4,4,0.911,670.6,11,0,Night Owl,1.4105566097883913,1.2935447063983447
U100455,3,298,38,27,1665,735,66.8,3,0.839,364.4,1,2,Low-frequency Browser,-1.5819720659758951,0.015183626012567654
U100456,7,390,111,77,562,1023,114.8,7,0.601,740.6,6,1,Content Creator,3.4484086318372826,1.4281620154853607
